id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,jumlah_penduduk,satuan,semester,tahun
340,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,125081,ORANG,2,2022
341,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,88580,ORANG,2,2022
342,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,105323,ORANG,2,2022
343,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,71176,ORANG,2,2022
344,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,114107,ORANG,2,2022
345,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,76754,ORANG,2,2022
346,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,96666,ORANG,2,2022
347,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,54917,ORANG,2,2022
348,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,25830,ORANG,2,2022
349,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,116029,ORANG,2,2022
350,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,42549,ORANG,2,2022
351,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,131681,ORANG,2,2022
352,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,71180,ORANG,2,2022
353,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,74627,ORANG,2,2022
354,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,41018,ORANG,2,2022
355,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,87302,ORANG,2,2022
356,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,81024,ORANG,2,2022
357,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,103602,ORANG,2,2022
358,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,77866,ORANG,2,2022
359,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,38934,ORANG,2,2022
360,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,91484,ORANG,2,2022
361,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,99126,ORANG,1,2023
362,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,81283,ORANG,1,2023
363,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,81675,ORANG,1,2023
364,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,73581,ORANG,1,2023
365,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,145616,ORANG,1,2023
366,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,61878,ORANG,1,2023
367,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,137546,ORANG,1,2023
368,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,29039,ORANG,1,2023
369,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,122015,ORANG,1,2023
370,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,125468,ORANG,1,2023
371,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,88867,ORANG,1,2023
372,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,105966,ORANG,1,2023
373,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,71350,ORANG,1,2023
374,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,114444,ORANG,1,2023
375,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,77397,ORANG,1,2023
376,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,96963,ORANG,1,2023
377,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,55251,ORANG,1,2023
378,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,26052,ORANG,1,2023
379,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,116386,ORANG,1,2023
380,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,43026,ORANG,1,2023
381,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,132008,ORANG,1,2023
382,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,71455,ORANG,1,2023
383,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,75109,ORANG,1,2023
384,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,41224,ORANG,1,2023
385,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,87863,ORANG,1,2023
386,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,81161,ORANG,1,2023
387,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,103878,ORANG,1,2023
388,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,78012,ORANG,1,2023
389,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,39385,ORANG,1,2023
390,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,92163,ORANG,1,2023
391,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,99278,ORANG,2,2023
392,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,81633,ORANG,2,2023
393,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,82433,ORANG,2,2023
394,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,73876,ORANG,2,2023
395,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,146724,ORANG,2,2023
396,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,62453,ORANG,2,2023
397,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,138226,ORANG,2,2023
398,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,29248,ORANG,2,2023
399,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,122426,ORANG,2,2023
400,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,125749,ORANG,2,2023
401,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,89382,ORANG,2,2023
402,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,106834,ORANG,2,2023
403,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,71669,ORANG,2,2023
404,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,114778,ORANG,2,2023
405,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,78179,ORANG,2,2023
406,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,97272,ORANG,2,2023
407,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,55650,ORANG,2,2023
408,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,26222,ORANG,2,2023
409,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,116875,ORANG,2,2023
410,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,43399,ORANG,2,2023
411,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,132311,ORANG,2,2023
412,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,71824,ORANG,2,2023
413,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,76024,ORANG,2,2023
414,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,62027,ORANG,2,2023
415,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,68031,ORANG,2,2023
416,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,81446,ORANG,2,2023
417,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,104128,ORANG,2,2023
418,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,78277,ORANG,2,2023
419,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,39680,ORANG,2,2023
420,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,93053,ORANG,2,2023
421,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,99334,ORANG,1,2024
422,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,81908,ORANG,1,2024
423,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,82924,ORANG,1,2024
424,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,73794,ORANG,1,2024
425,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,147541,ORANG,1,2024
426,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,62666,ORANG,1,2024
427,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,138609,ORANG,1,2024
428,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,29328,ORANG,1,2024
429,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,122844,ORANG,1,2024
430,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,125950,ORANG,1,2024
431,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,89833,ORANG,1,2024
432,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,107327,ORANG,1,2024
433,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,72038,ORANG,1,2024
434,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,115104,ORANG,1,2024
435,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,78881,ORANG,1,2024
436,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,97543,ORANG,1,2024
437,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,55944,ORANG,1,2024
438,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,26430,ORANG,1,2024
439,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,117378,ORANG,1,2024
440,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,43893,ORANG,1,2024
441,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,132583,ORANG,1,2024
442,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,71966,ORANG,1,2024
443,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,76639,ORANG,1,2024
444,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,41722,ORANG,1,2024
445,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,89042,ORANG,1,2024
446,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,81580,ORANG,1,2024
447,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,104338,ORANG,1,2024
448,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,78544,ORANG,1,2024
449,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,40459,ORANG,1,2024
450,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,93695,ORANG,1,2024
451,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,148721,ORANG,2,2024
452,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,138680,ORANG,2,2024
453,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,133063,ORANG,2,2024
454,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,126385,ORANG,2,2024
455,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,123327,ORANG,2,2024
456,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,117941,ORANG,2,2024
457,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,115537,ORANG,2,2024
458,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,108064,ORANG,2,2024
459,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,104604,ORANG,2,2024
460,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,99511,ORANG,2,2024
461,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,97830,ORANG,2,2024
462,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,94574,ORANG,2,2024
463,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,90030,ORANG,2,2024
464,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,89756,ORANG,2,2024
465,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,83843,ORANG,2,2024
466,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,82350,ORANG,2,2024
467,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,81706,ORANG,2,2024
468,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,79452,ORANG,2,2024
469,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,78790,ORANG,2,2024
470,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,77170,ORANG,2,2024
471,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,73853,ORANG,2,2024
472,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,72440,ORANG,2,2024
473,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,71906,ORANG,2,2024
474,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,63083,ORANG,2,2024
475,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,56234,ORANG,2,2024
476,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,44381,ORANG,2,2024
477,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,42059,ORANG,2,2024
478,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,40415,ORANG,2,2024
479,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,29409,ORANG,2,2024
480,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,26649,ORANG,2,2024
481,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,79003,ORANG,1,2025
482,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,118360,ORANG,1,2025
483,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,149288,ORANG,1,2025
484,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,126845,ORANG,1,2025
485,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,99653,ORANG,1,2025
486,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,98014,ORANG,1,2025
487,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,104894,ORANG,1,2025
488,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,56456,ORANG,1,2025
489,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,29530,ORANG,1,2025
490,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,73919,ORANG,1,2025
491,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,81879,ORANG,1,2025
492,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,123565,ORANG,1,2025
493,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,72099,ORANG,1,2025
494,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,115891,ORANG,1,2025
495,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,139136,ORANG,1,2025
496,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,133291,ORANG,1,2025
497,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,90155,ORANG,1,2025
498,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,72571,ORANG,1,2025
499,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,40769,ORANG,1,2025
500,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,82573,ORANG,1,2025
501,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,63189,ORANG,1,2025
502,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,108270,ORANG,1,2025
503,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,90079,ORANG,1,2025
504,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,84255,ORANG,1,2025
505,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,79890,ORANG,1,2025
506,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,94964,ORANG,1,2025
507,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,44558,ORANG,1,2025
508,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,42353,ORANG,1,2025
509,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,26752,ORANG,1,2025
510,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,77542,ORANG,1,2025
